Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/cagr Max,evaluation/env_infos/cagr Mean,evaluation/env_infos/cagr Min,evaluation/env_infos/cagr Std,evaluation/env_infos/final/cagr Max,evaluation/env_infos/final/cagr Mean,evaluation/env_infos/final/cagr Min,evaluation/env_infos/final/cagr Std,evaluation/env_infos/final/trade_days Max,evaluation/env_infos/final/trade_days Mean,evaluation/env_infos/final/trade_days Min,evaluation/env_infos/final/trade_days Std,evaluation/env_infos/final/wealths Max,evaluation/env_infos/final/wealths Mean,evaluation/env_infos/final/wealths Min,evaluation/env_infos/final/wealths Std,evaluation/env_infos/initial/cagr Max,evaluation/env_infos/initial/cagr Mean,evaluation/env_infos/initial/cagr Min,evaluation/env_infos/initial/cagr Std,evaluation/env_infos/initial/trade_days Max,evaluation/env_infos/initial/trade_days Mean,evaluation/env_infos/initial/trade_days Min,evaluation/env_infos/initial/trade_days Std,evaluation/env_infos/initial/wealths Max,evaluation/env_infos/initial/wealths Mean,evaluation/env_infos/initial/wealths Min,evaluation/env_infos/initial/wealths Std,evaluation/env_infos/trade_days Max,evaluation/env_infos/trade_days Mean,evaluation/env_infos/trade_days Min,evaluation/env_infos/trade_days Std,evaluation/env_infos/wealths Max,evaluation/env_infos/wealths Mean,evaluation/env_infos/wealths Min,evaluation/env_infos/wealths Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/cagr Max,exploration/env_infos/cagr Mean,exploration/env_infos/cagr Min,exploration/env_infos/cagr Std,exploration/env_infos/final/cagr Max,exploration/env_infos/final/cagr Mean,exploration/env_infos/final/cagr Min,exploration/env_infos/final/cagr Std,exploration/env_infos/final/trade_days Max,exploration/env_infos/final/trade_days Mean,exploration/env_infos/final/trade_days Min,exploration/env_infos/final/trade_days Std,exploration/env_infos/final/wealths Max,exploration/env_infos/final/wealths Mean,exploration/env_infos/final/wealths Min,exploration/env_infos/final/wealths Std,exploration/env_infos/initial/cagr Max,exploration/env_infos/initial/cagr Mean,exploration/env_infos/initial/cagr Min,exploration/env_infos/initial/cagr Std,exploration/env_infos/initial/trade_days Max,exploration/env_infos/initial/trade_days Mean,exploration/env_infos/initial/trade_days Min,exploration/env_infos/initial/trade_days Std,exploration/env_infos/initial/wealths Max,exploration/env_infos/initial/wealths Mean,exploration/env_infos/initial/wealths Min,exploration/env_infos/initial/wealths Std,exploration/env_infos/trade_days Max,exploration/env_infos/trade_days Mean,exploration/env_infos/trade_days Min,exploration/env_infos/trade_days Std,exploration/env_infos/wealths Max,exploration/env_infos/wealths Mean,exploration/env_infos/wealths Min,exploration/env_infos/wealths Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
117,0.9921458,-0.31315428,-0.98568594,0.4968244,0.335873223,4,0.350263558,0.335873223,0.325675596,0.010397964,0.075481937,0.001591816,-0.077401854,0.012562973,0.110543779,0.058575086,-0.281405994,0.029797746,0.077033876,0.074179804,0.072153599,0.002064645,1477,1477,1477,0,1.350263558,1.335873223,1.325675596,0.010397964,-0.274136999,-0.278774558,-0.281405994,0.002795904,7,7,7,0,0.993874297,0.993751995,0.993682475,7.38E-05,1477,742,7,426.3683853,1.366165315,1.137616613,0.993682475,0.109854961,472,99592,211,211,211,0,0.9980361,-0.20664626,-0.9989375,0.7220016,0.065742726,12,0.240845624,0.065742726,-0.006651543,0.067636,0.02871294,0.000788913,-0.033617144,0.006381132,0.419286507,0.039067415,-0.404087441,0.074538017,0.138070318,0.040369442,-0.003991886,0.038579556,609,583.3333333,301,85.12670295,1.240845624,1.065742726,0.993348457,0.067636,0.31082637,-0.105070581,-0.404087441,0.215587978,7,7,7,0,1.005204192,0.997333796,0.990121366,0.004587305,609,301.378,7,175.7107484,1.242891148,1.033172033,0.931861325,0.054349736,1428,119000,87,83.33333333,43,12.16095756,119000,0.0060184,53.422943,1.6084836,1.4945914,0.0122071,50.2822557,0.0193086,7796.278307,7.82E-05,0.102642983,-0.251216173,29.384865,9.889648,-2.7465973,4.0939755,-190.5094,337.55548,191.01057,-25.263102,60.585068,225.83485,189.95078,1.3654518,48.44798,224.62222,190.1655,0.66035414,48.114067,1177.4958,1174.7616,354000,0.9891815,-0.15209205,-0.9961152,0.7422684,-0.3311313,-1.1426599,-3.2841442,0.4717371,0.71811086,0.3482991,0.037472643,0.12259974
118,0.98884124,-0.31825468,-0.991379,0.57315475,0.335661393,4,0.353764301,0.335661393,0.301958253,0.019917978,0.079778679,0.001590812,-0.089823435,0.014334413,0.101198229,0.055589784,-0.280573478,0.030795594,0.077723258,0.074121337,0.067381121,0.003980941,1477,1477,1477,0,1.353764301,1.335661393,1.301958253,0.019917978,-0.278846081,-0.279647938,-0.280573478,0.000775002,7,7,7,0,0.993750245,0.993729032,0.993704541,2.05E-05,1477,742,7,426.3683853,1.371422216,1.133356816,0.993704541,0.112515017,476,100436,211,211,211,0,0.99821264,-0.078980796,-0.99958086,0.75821483,0.150251456,12,0.287152092,0.150251456,0.0088779,0.082711819,0.029725957,0.001803017,-0.036666156,0.007929173,1.013548009,0.091290071,-0.496613908,0.099610069,0.165981085,0.094098651,0.005311485,0.051656756,609,583.3333333,301,85.12670295,1.287152092,1.150251456,1.0088779,0.082711819,1.013548009,0.041093947,-0.496613908,0.409439661,7,7,7,0,1.013513197,0.999425677,0.98692247,0.007190762,609,301.378,7,175.7107484,1.287152092,1.077760995,0.938996013,0.071065297,1440,120000,87,83.33333333,43,12.16095756,120000,0.0064701,54.6942626,1.6341776,1.5260013,0.017146,51.4892057,0.0211413,7855.72954,0.0001206,0.07841976,1.641199112,28.925097,10.6447,-4.2501163,4.659517,-184.70377,290.8106,185.63397,-18.599949,56.70271,231.43974,184.34996,0.14284322,50.681976,229.70657,184.42978,-2.094332,50.63696,732.60144,733.41614,357000,0.99277157,-0.06960056,-0.99504477,0.7687714,-0.33770674,-1.1647213,-3.7321975,0.5701668,0.7134045,0.3523682,0.023940168,0.14314923
119,0.9986999,-0.33026862,-0.9967943,0.56060016,0.310922116,4,0.326321769,0.310922116,0.290269097,0.013241623,0.071351966,0.001473565,-0.071463813,0.012479334,0.110422279,0.058002679,-0.290822171,0.030127728,0.072282721,0.069182311,0.065004877,0.002674423,1477,1477,1477,0,1.326321769,1.310922116,1.290269097,0.013241623,-0.286849509,-0.288573965,-0.290822171,0.001436206,7,7,7,0,0.993537575,0.993491408,0.993431142,3.85E-05,1477,742,7,426.3683853,1.344665055,1.132180824,0.993431142,0.100283419,480,101280,211,211,211,0,0.9978242,-0.10179521,-0.99935114,0.7235313,0.089767571,12,0.181085453,0.089767571,0.030198115,0.038708296,0.028546586,0.001077211,-0.034863081,0.006668802,3.148146333,0.068922757,-0.485824035,0.12274223,0.105555611,0.057274566,0.01799106,0.026592022,609,583.3333333,301,85.12670295,1.181085453,1.089767571,1.030198115,0.038708296,3.148146333,0.245697244,-0.485824035,0.904824502,7,7,7,0,1.027659535,1.001428678,0.987323963,0.009241213,609,301.378,7,175.7107484,1.191205374,1.050595385,0.958312718,0.043057797,1452,121000,87,83.33333333,43,12.16095756,121000,0.0066207,58.7899665,1.6535939,1.5712978,0.0198123,55.5108628,0.0276914,7919.513859,8.76E-05,0.070667446,-0.594089031,29.015896,9.775796,-1.6120892,4.2089024,-190.13156,294.5185,186.93146,-25.40562,58.4719,226.34853,189.24765,0.36332527,50.622566,227.89159,189.69235,1.5356776,50.33108,770.6658,772.93427,360000,0.993044,-0.11583064,-0.9969205,0.7385315,-0.37163165,-1.1948727,-3.2042747,0.4856426,0.6896082,0.33384842,0.04058833,0.12779796
120,0.99702877,-0.37423655,-0.99454075,0.5754179,0.348880441,4,0.383353399,0.348880441,0.322253247,0.023521099,0.08171233,0.001653462,-0.094057462,0.015430005,0.104656594,0.057530228,-0.27820503,0.031036559,0.083497109,0.076730783,0.071468933,0.004629632,1477,1477,1477,0,1.383353399,1.348880441,1.322253247,0.023521099,-0.273709624,-0.276080153,-0.27820503,0.001865263,7,7,7,0,0.993885516,0.993823142,0.993767179,4.91E-05,1477,742,7,426.3683853,1.402077718,1.138864157,0.993767179,0.116717166,484,102124,211,211,211,0,0.9986999,-0.058505666,-0.9988472,0.75370175,0.111308136,12,0.312896948,0.111308136,0.008777523,0.089680284,0.029496274,0.001335698,-0.037394861,0.00767156,3.455440842,0.065623307,-0.576505109,0.187211152,0.229392848,0.074644511,0.005251536,0.067880366,609,583.3333333,301,85.12670295,1.312896948,1.111308136,1.008777523,0.089680284,3.455440842,0.330217365,-0.576505109,0.983279876,7,7,7,0,1.02906896,1.002387041,0.983656947,0.010071937,609,301.378,7,175.7107484,1.312896948,1.046952508,0.933538807,0.071983891,1464,122000,87,83.33333333,43,12.16095756,122000,0.0067863,61.1415264,1.815295,1.6550564,0.0136425,57.5444652,0.1061492,7985.825417,0.0001318,0.070459642,2.069719076,29.016674,10.780227,1.646898,3.403376,-192.40399,288.1635,192.39139,-7.671989,54.725113,233.21658,191.69824,1.0711235,45.500816,234.76003,191.80984,0.23358995,45.60868,858.6315,845.6617,363000,0.98380244,-0.07427262,-0.9952463,0.76757884,-0.4371976,-1.163872,-3.23303,0.49095803,0.6458438,0.34625062,0.03943782,0.13824745
121,0.9978033,-0.3695815,-0.9933925,0.55569154,0.322369401,4,0.34189146,0.322369401,0.30054014,0.016471674,0.0781477,0.001527817,-0.085219948,0.013520163,0.109775885,0.058727606,-0.281863184,0.02981206,0.07537973,0.071476712,0.067093696,0.003300323,1477,1477,1477,0,1.34189146,1.322369401,1.30054014,0.016471674,-0.273814889,-0.278778237,-0.281863184,0.003000929,7,7,7,0,0.993882753,0.993751876,0.993670347,7.92E-05,1477,742,7,426.3683853,1.364057931,1.136504369,0.993670347,0.105796343,488,102968,211,211,211,0,0.99826276,-0.05729053,-0.9995166,0.7418866,0.115139576,12,0.283442425,0.115139576,0.036062,0.064802977,0.027636594,0.001381675,-0.036291064,0.006941624,0.901234943,0.065221474,-0.420202882,0.091002816,0.161327343,0.072273658,0.021459946,0.039250702,609,583.3333333,301,85.12670295,1.283442425,1.115139576,1.036062,0.064802977,0.901234943,0.11897239,-0.420202882,0.375184787,7,7,7,0,1.012398216,1.001094522,0.989600916,0.006491076,609,301.378,7,175.7107484,1.283442425,1.055136749,0.949339255,0.057906668,1476,123000,87,83.33333333,43,12.16095756,123000,0.0069309,61.8039682,1.8549431,1.7159481,0.0130412,58.1912757,0.0217603,8052.814037,6.89E-05,0.069946766,1.95903492,32.508636,10.736473,-1.2704582,3.7289853,-194.36414,282.8523,195.62952,-14.624155,46.733433,221.68076,193.43933,3.3467288,41.25697,221.63942,193.54883,5.13517,40.929432,464.90363,464.73355,366000,0.9782642,-0.08550747,-0.994659,0.7714885,-0.48106533,-1.1922429,-2.8836584,0.5111711,0.61812454,0.33801708,0.055929776,0.13275914
122,0.99604726,-0.42176634,-0.998723,0.58893526,0.299919942,4,0.315178475,0.299919942,0.285862875,0.010405744,0.077847952,0.001421422,-0.093340343,0.015061753,0.108468908,0.055075378,-0.263060981,0.029514481,0.070049332,0.066961564,0.064104946,0.00210965,1477,1477,1477,0,1.315178475,1.299919942,1.285862875,0.010405744,-0.254655323,-0.259261784,-0.263060981,0.003009006,7,7,7,0,0.994379254,0.994260881,0.99416299,7.74E-05,1477,742,7,426.3683853,1.34074536,1.12600535,0.99416299,0.099667253,492,103812,211,211,211,0,0.998651,-0.058794696,-0.99915874,0.7392437,0.132768925,12,0.337328389,0.132768925,0.023628175,0.09739174,0.029213856,0.001593227,-0.034574522,0.007197258,1.051209841,0.090546377,-0.337384587,0.115783596,0.190309565,0.082849275,0.014095083,0.057673257,609,583.3333333,301,85.12670295,1.337328389,1.132768925,1.023628175,0.09739174,1.051209841,0.169770324,-0.324296851,0.411621049,7,7,7,0,1.013873461,1.001952294,0.992510353,0.00631596,609,301.378,7,175.7107484,1.358381753,1.069244761,0.934673278,0.075667932,1488,124000,87,83.33333333,43,12.16095756,124000,0.006407,57.1790223,1.7451824,1.6118336,0.018831,53.7684708,0.0281896,8114.915719,0.0001079,0.077361368,0.073946029,25.964561,10.028893,-1.7618008,3.6714814,-193.71677,308.4403,194.30367,-6.4153314,49.16323,223.78716,193.12863,5.704143,41.240395,222.42932,193.25415,4.790489,41.417725,654.136,652.3809,369000,0.9857251,-0.062343508,-0.99165225,0.7512785,-0.46035695,-1.1864008,-3.0356135,0.47404587,0.63105834,0.3357687,0.048045177,0.12703621
123,0.99032754,-0.43266377,-0.9976348,0.5556691,0.316370107,4,0.339355614,0.316370107,0.298959155,0.016179112,0.076787446,0.001499384,-0.096382799,0.014911907,0.116068976,0.058941409,-0.265113692,0.030148059,0.074877169,0.070273834,0.066772982,0.003246396,1477,1477,1477,0,1.339355614,1.316370107,1.298959155,0.016179112,-0.260088929,-0.262574498,-0.265113692,0.001779217,7,7,7,0,0.994239731,0.994175518,0.994109809,4.60E-05,1477,742,7,426.3683853,1.365152898,1.135356119,0.994109809,0.104978523,496,104656,211,211,211,0,0.9975961,-0.063383475,-0.99912536,0.7530843,0.07504896,12,0.22198223,0.07504896,-0.00483919,0.070267109,0.028794027,0.000900588,-0.039313546,0.007013925,0.690486524,0.053322904,-0.464438851,0.087276216,0.127669278,0.045922863,-0.002903153,0.040009033,609,583.3333333,301,85.12670295,1.22198223,1.07504896,0.99516081,0.070267109,0.690486524,0.260947164,-0.223018242,0.295704583,7,7,7,0,1.010119668,1.003895554,0.995172324,0.004787807,609,301.378,7,175.7107484,1.230653265,1.040016433,0.938653298,0.051459334,1500,125000,87,83.33333333,43,12.16095756,125000,0.0061642,55.6742232,1.646824,1.5107245,0.0177568,52.4722022,0.0204822,8175.420562,6.93E-05,0.081794307,-0.529171824,25.9039,9.788631,-1.9000592,3.7248619,-198.004,294.46774,193.37773,-10.023839,50.795444,226.5161,197.30673,1.0513121,43.44722,227.22917,197.3244,0.44613582,43.701077,879.2527,879.2194,372000,0.9769995,-0.07177712,-0.9945795,0.7640653,-0.177154,-1.0975783,-3.555933,0.47180423,0.8376508,0.36602947,0.02855472,0.13438751
124,0.99374384,-0.3544728,-0.99361706,0.55209714,0.299339968,4,0.306370217,0.299339968,0.288527624,0.006588425,0.070170746,0.001418673,-0.081204446,0.013106946,0.107736547,0.055525067,-0.253821935,0.028132077,0.068273837,0.066847702,0.064649474,0.001338855,1477,1477,1477,0,1.306370217,1.299339968,1.288527624,0.006588425,-0.248985388,-0.251425927,-0.253821935,0.001710606,7,7,7,0,0.994523786,0.994461657,0.994400565,4.36E-05,1477,742,7,426.3683853,1.325391749,1.127198069,0.994400565,0.097952454,500,105500,211,211,211,0,0.9970203,-0.000787019,-0.99851,0.7389018,0.130139061,12,0.363062514,0.130139061,0.03025223,0.090664191,0.027748889,0.001561669,-0.034998573,0.007291115,1.290337428,0.10044618,-0.794486404,0.115409349,0.203985101,0.078382494,0.018023108,0.049388093,609,583.3333333,301,85.12670295,1.363062514,1.130139061,1.03025223,0.090664191,1.290337428,0.087367621,-0.794486404,0.467060475,7,7,7,0,1.016019824,0.999468335,0.970111381,0.010234763,609,301.378,7,175.7107484,1.363062514,1.0751659,0.951359416,0.067764622,1512,126000,87,83.33333333,43,12.16095756,126000,0.0063336,54.6459241,1.6751457,1.5133516,0.0185195,51.4096052,0.0228878,8234.859034,8.07E-05,0.072085552,0.751998007,27.365738,10.285942,-4.557066,3.6430838,-197.81801,311.81726,196.97089,-15.02324,46.285954,224.60338,196.64247,115.54996,38.077892,223.92105,196.5301,115.866875,37.96909,710.19324,710.73395,375000,0.98450595,-0.00683208,-0.9951722,0.7513985,-0.6531913,-1.1952313,-2.9766605,0.48703963,0.5203824,0.33387977,0.050962742,0.12766697
125,0.99742293,-0.4156396,-0.9979709,0.5295278,0.265264094,4,0.295843364,0.265264094,0.233824418,0.026086829,0.063824717,0.001257176,-0.077525798,0.012922483,0.107209913,0.048994147,-0.245988352,0.029330164,0.066140061,0.059824835,0.053296795,0.005401602,1477,1477,1477,0,1.295843364,1.265264094,1.233824418,0.026086829,-0.239008795,-0.242235555,-0.245988352,0.0025173,7,7,7,0,0.994775519,0.994694353,0.994599751,6.34E-05,1477,742,7,426.3683853,1.322389089,1.109456329,0.978722688,0.090018329,504,106344,211,211,211,0,0.99836504,-0.16118379,-0.997939,0.7016631,0.184861859,12,0.324610445,0.184861859,0.057516419,0.081959436,0.033311776,0.002218342,-0.041647607,0.009511893,2.833379113,0.147661753,-0.409965017,0.179651343,0.183512137,0.11045207,0.034085192,0.042250746,609,583.3333333,301,85.12670295,1.324610445,1.184861859,1.057516419,0.081959436,2.833379113,0.560013407,-0.409965017,1.023570287,7,7,7,0,1.026105414,1.005367963,0.989933166,0.010625838,609,301.378,7,175.7107484,1.324610445,1.102937727,0.989933166,0.075039694,1524,127000,87,83.33333333,43,12.16095756,127000,0.0061535,56.4866581,1.6298948,1.5248226,0.0158478,53.2831144,0.0267171,8296.239154,0.0001079,0.070756987,-5.111712456,24.640348,8.069962,-3.5851526,3.6073482,-188.6143,287.99265,192.36661,-19.978483,53.009266,221.8574,188.29732,0.66959244,44.02531,222.49223,188.47052,0.5092722,43.719414,892.29944,888.9463,378000,0.99054825,-0.101480424,-0.9984632,0.71833634,-0.43606374,-1.1294835,-3.175592,0.48359278,0.6465765,0.35705915,0.041769374,0.14104863
126,0.9993192,-0.38007748,-0.9939238,0.5231412,0.277921509,4,0.288621521,0.277921509,0.270533831,0.007407317,0.066055725,0.001317164,-0.072200955,0.012071258,0.103523937,0.051877744,-0.219132551,0.025542572,0.064668645,0.062473797,0.060955926,0.001520723,1477,1477,1477,0,1.288621521,1.277921509,1.270533831,0.007407317,-0.216639833,-0.21785222,-0.219132551,0.000988498,7,7,7,0,0.995328374,0.995298794,0.995267538,2.41E-05,1477,742,7,426.3683853,1.313792797,1.118611333,0.995267538,0.092051897,508,107188,211,211,211,0,0.99825686,-0.19704434,-0.99949676,0.8080972,0.129260171,12,0.2867318,0.129260171,0.031792448,0.093276329,0.035962822,0.001551122,-0.046914846,0.009514842,1.154017819,0.114140329,-0.441345386,0.111606583,0.163110315,0.077113778,0.018934998,0.051275224,609,583.3333333,301,85.12670295,1.2867318,1.129260171,1.031792448,0.093276329,1.154017819,0.148521896,-0.441345386,0.418712338,7,7,7,0,1.014824824,1.001423595,0.988896171,0.007006143,609,301.378,7,175.7107484,1.2867318,1.080615667,0.976463725,0.068765412,1536,128000,87,83.33333333,43,12.16095756,128000,0.0065086,59.9488974,1.7352956,1.5770051,0.0212537,56.5826098,0.0260796,8361.28057,0.000145,0.101523899,1.48059082,25.739304,10.647264,-5.750346,4.2172775,-196.46132,299.37347,195.5998,-5.082712,49.948463,226.97069,196.04776,3.3425689,41.001133,225.06273,196.34192,0.16591924,41.009,749.40295,738.1449,381000,0.9933841,-0.124203704,-0.9908793,0.8013011,1.1360731,-1.0093873,-3.0758405,0.5282165,3.1145139,0.40888587,0.046150822,0.17074654
127,0.9959145,-0.36455292,-0.99531746,0.5320016,0.23852617,4,0.263271251,0.23852617,0.225396378,0.015400424,0.065516306,0.001130456,-0.072639139,0.011964819,0.109418804,0.044325774,-0.223487443,0.027331253,0.059453991,0.054272195,0.051514186,0.003228652,1477,1477,1477,0,1.263271251,1.23852617,1.225396378,0.015400424,-0.219984046,-0.221496695,-0.223487443,0.001282826,7,7,7,0,0.995246713,0.995209638,0.995160795,3.15E-05,1477,742,7,426.3683853,1.289349078,1.098716449,0.983876467,0.081683841,512,108032,211,211,211,0,0.9977162,0.007509355,-0.99867964,0.7385456,0.092487992,12,0.277234827,0.092487992,0.002596318,0.080303202,0.027498825,0.001109856,-0.037378195,0.006951833,2.280626969,0.052491987,-0.585521871,0.108662153,0.157957583,0.05516465,0.001555277,0.044948577,609,583.3333333,301,85.12670295,1.277234827,1.092487992,1.002596318,0.080303202,2.280626969,0.155925709,-0.533372823,0.683189019,7,7,7,0,1.023045767,1.000609708,0.985488317,0.008542319,609,301.378,7,175.7107484,1.277234827,1.049902599,0.941584977,0.057731005,1548,129000,87,83.33333333,43,12.16095756,129000,0.00681,59.009065,1.7838796,1.6394541,0.0145498,55.5414675,0.0228166,8425.333038,8.74E-05,0.070811242,1.789076805,30.673927,10.6757,-0.2657752,4.191163,-195.57619,305.3117,195.73788,-12.677813,49.766567,228.1877,194.95468,-0.07797375,41.109436,229.15845,194.95906,-3.0181353,41.336136,836.23254,837.8928,384000,0.98102456,0.006637608,-0.99612826,0.755675,-0.6174126,-1.2249676,-3.0273852,0.4992829,0.5393381,0.32441735,0.04844214,0.119219996
128,0.9940497,-0.4350248,-0.9975096,0.535929,0.296736749,4,0.316547342,0.296736749,0.273681217,0.015274001,0.070859804,0.001406335,-0.089496533,0.014208339,0.109196493,0.054564796,-0.232658011,0.026315927,0.070324452,0.066307861,0.061604812,0.003108374,1477,1477,1477,0,1.316547342,1.296736749,1.273681217,0.015274001,-0.221466031,-0.226445038,-0.232658011,0.004007283,7,7,7,0,0.995210415,0.995087715,0.994934084,9.90E-05,1477,742,7,426.3683853,1.339041171,1.124303578,0.994934084,0.096069679,516,108876,211,211,211,0,0.9978772,-0.0813374,-0.9991673,0.7304273,0.103991379,12,0.233098192,0.103991379,0.021943007,0.06743579,0.028158068,0.001247897,-0.030203612,0.006108023,0.687127119,0.069071857,-0.336117322,0.079644194,0.133806201,0.061750682,0.026670349,0.037357675,609,583.3333333,301,85.12670295,1.233098192,1.103991379,1.021943007,0.06743579,0.687127119,0.178246913,-0.271460015,0.293452359,7,7,7,0,1.010081133,1.002532549,0.993944466,0.004998339,609,301.378,7,175.7107484,1.233098192,1.051298079,0.961732782,0.052043655,1560,130000,87,83.33333333,43,12.16095756,130000,0.0067336,57.3085627,1.7392957,1.5952869,0.0161466,53.9268845,0.0241012,8487.572549,0.0001142,0.078170151,0.679307461,36.626545,10.266514,-4.2993956,3.8491259,-203.63748,329.61682,202.68314,-1.3536038,48.87449,228.66647,203.11688,0.53826785,39.27147,228.88214,202.83455,-0.17394611,39.432743,655.21313,656.0641,387000,0.9897299,-0.06987898,-0.99604845,0.743976,-0.589775,-1.2850204,-3.3779836,0.49481946,0.554452,0.30634075,0.03411618,0.11775713
129,0.99648124,-0.45004192,-0.9977405,0.57769567,0.311882105,4,0.319310041,0.311882105,0.299257183,0.007740397,0.084793755,0.001478114,-0.106421271,0.016972789,0.115259203,0.053533555,-0.227831846,0.02910535,0.070879055,0.069382455,0.066833462,0.001562032,1477,1477,1477,0,1.319310041,1.311882105,1.299257183,0.007740397,-0.224621683,-0.225731668,-0.227831846,0.001306974,7,7,7,0,0.995132898,0.995105531,0.995053724,3.22E-05,1477,742,7,426.3683853,1.345937403,1.122665454,0.982366398,0.103447847,520,109720,211,211,211,0,0.9994964,-0.026519366,-0.9990276,0.7222622,0.124666287,12,0.244363041,0.124666287,0.040867991,0.074680757,0.02882171,0.001495995,-0.034428118,0.006636605,1.323788675,0.086004422,-0.2789817,0.099777712,0.186451048,0.080580567,0.024297154,0.052945358,609,583.3333333,301,85.12670295,1.244363041,1.124666287,1.040867991,0.074680757,1.323788675,0.253811294,-0.2789817,0.425197256,7,7,7,0,1.016302395,1.003385358,0.993746661,0.006008173,609,301.378,7,175.7107484,1.252819203,1.060796007,0.956066056,0.06072234,1572,131000,87,83.33333333,43,12.16095756,131000,0.0061456,54.4515386,1.6225639,1.5291872,0.0120501,51.2557534,0.0257584,8546.750029,8.00E-05,0.072697014,-0.646011889,26.37683,9.753568,-0.66954136,3.8606787,-198.06952,323.21417,192.90717,-9.16755,53.016346,229.98122,196.89346,2.5383716,46.759983,230.06918,196.90675,1.0558714,46.7263,813.52124,818.16956,390000,0.9893662,-0.045482226,-0.9946839,0.72887933,-0.5015284,-1.2064764,-3.3748672,0.5164695,0.60560435,0.3353489,0.034222662,0.14136328
130,0.997086,-0.4553797,-0.99817604,0.59899735,0.315163872,4,0.353306986,0.315163872,0.29756896,0.022227721,0.08493101,0.001493668,-0.108786971,0.016968951,0.124042744,0.055380061,-0.219730445,0.029547283,0.077633278,0.07001826,0.066490728,0.004438866,1477,1477,1477,0,1.353306986,1.315163872,1.29756896,0.022227721,-0.213035169,-0.216168261,-0.219730445,0.002847798,7,7,7,0,0.995416013,0.995339738,0.995252917,6.94E-05,1477,742,7,426.3683853,1.388965565,1.126080653,0.980429949,0.106051786,524,110564,211,211,211,0,0.9983404,-0.04459524,-0.99962157,0.74300826,0.093678492,12,0.191978757,0.093678492,-0.000667347,0.061952352,0.027143589,0.001124142,-0.03521042,0.006696371,0.448932026,0.054730847,-0.469198059,0.069940554,0.110992214,0.054821033,-0.000400023,0.035707967,609,583.3333333,301,85.12670295,1.191978757,1.093678492,0.999332653,0.061952352,0.448932026,-0.115227812,-0.422551704,0.250981759,7,7,7,0,1.007137094,0.996931773,0.989523878,0.00527195,609,301.378,7,175.7107484,1.208934597,1.050939253,0.9642157,0.046958901,1584,132000,87,83.33333333,43,12.16095756,132000,0.0062546,54.0291732,1.5948242,1.4959876,0.0125993,50.8929567,0.02648,8605.499514,7.08E-05,0.079865493,1.285627961,26.627895,10.508675,-3.3633337,3.9151456,-195.21466,288.60394,193.97125,-6.200014,52.523354,230.80508,194.52383,1.008844,44.47856,229.42404,194.5827,-2.2039118,44.720627,592.3066,594.53625,393000,0.99350315,-0.055473756,-0.98096377,0.76589406,-0.61095196,-1.1569124,-3.6516395,0.4989663,0.54283386,0.3478205,0.025948552,0.13065994
