Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/cagr Max,evaluation/env_infos/cagr Mean,evaluation/env_infos/cagr Min,evaluation/env_infos/cagr Std,evaluation/env_infos/final/cagr Max,evaluation/env_infos/final/cagr Mean,evaluation/env_infos/final/cagr Min,evaluation/env_infos/final/cagr Std,evaluation/env_infos/final/trade_days Max,evaluation/env_infos/final/trade_days Mean,evaluation/env_infos/final/trade_days Min,evaluation/env_infos/final/trade_days Std,evaluation/env_infos/final/wealths Max,evaluation/env_infos/final/wealths Mean,evaluation/env_infos/final/wealths Min,evaluation/env_infos/final/wealths Std,evaluation/env_infos/initial/cagr Max,evaluation/env_infos/initial/cagr Mean,evaluation/env_infos/initial/cagr Min,evaluation/env_infos/initial/cagr Std,evaluation/env_infos/initial/trade_days Max,evaluation/env_infos/initial/trade_days Mean,evaluation/env_infos/initial/trade_days Min,evaluation/env_infos/initial/trade_days Std,evaluation/env_infos/initial/wealths Max,evaluation/env_infos/initial/wealths Mean,evaluation/env_infos/initial/wealths Min,evaluation/env_infos/initial/wealths Std,evaluation/env_infos/trade_days Max,evaluation/env_infos/trade_days Mean,evaluation/env_infos/trade_days Min,evaluation/env_infos/trade_days Std,evaluation/env_infos/wealths Max,evaluation/env_infos/wealths Mean,evaluation/env_infos/wealths Min,evaluation/env_infos/wealths Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/cagr Max,exploration/env_infos/cagr Mean,exploration/env_infos/cagr Min,exploration/env_infos/cagr Std,exploration/env_infos/final/cagr Max,exploration/env_infos/final/cagr Mean,exploration/env_infos/final/cagr Min,exploration/env_infos/final/cagr Std,exploration/env_infos/final/trade_days Max,exploration/env_infos/final/trade_days Mean,exploration/env_infos/final/trade_days Min,exploration/env_infos/final/trade_days Std,exploration/env_infos/final/wealths Max,exploration/env_infos/final/wealths Mean,exploration/env_infos/final/wealths Min,exploration/env_infos/final/wealths Std,exploration/env_infos/initial/cagr Max,exploration/env_infos/initial/cagr Mean,exploration/env_infos/initial/cagr Min,exploration/env_infos/initial/cagr Std,exploration/env_infos/initial/trade_days Max,exploration/env_infos/initial/trade_days Mean,exploration/env_infos/initial/trade_days Min,exploration/env_infos/initial/trade_days Std,exploration/env_infos/initial/wealths Max,exploration/env_infos/initial/wealths Mean,exploration/env_infos/initial/wealths Min,exploration/env_infos/initial/wealths Std,exploration/env_infos/trade_days Max,exploration/env_infos/trade_days Mean,exploration/env_infos/trade_days Min,exploration/env_infos/trade_days Std,exploration/env_infos/wealths Max,exploration/env_infos/wealths Mean,exploration/env_infos/wealths Min,exploration/env_infos/wealths Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
0,0.99850285,-0.009554036,-0.99948406,0.63236225,0.231300474,4,0.257310239,0.231300474,0.212401877,0.017438417,0.069563973,0.001096211,-0.059419836,0.008456046,0.094600547,0.037500976,-0.337182249,0.029754245,0.058216361,0.052744345,0.048747554,0.003676451,1477,1477,1477,0,1.257310239,1.231300474,1.212401877,0.017438417,-0.210714928,-0.298504302,-0.337182249,0.051794716,7,7,7,0,0.995472216,0.99317498,0.992143935,0.001359826,1477,742,7,426.3683853,1.273166407,1.093987519,0.992143935,0.083832366,4,844,211,211,211,0,0.9997424,-0.001131481,-0.999448,0.62674546,0.070424681,12,0.150278463,0.070424681,0.004667988,0.048412641,0.018355583,0.000845096,-0.01769739,0.004530726,0.793829441,0.050055602,-0.476617229,0.07573383,0.096429743,0.045534272,0.002795116,0.032024808,609,583.3333333,301,85.12670295,1.150278463,1.070424681,1.004667988,0.048412641,0.793829441,0.076505556,-0.476617229,0.332163248,7,7,7,0,1.011269795,1.000471645,0.987660069,0.006206638,609,301.378,7,175.7107484,1.150278463,1.034856924,0.961365246,0.039259611,24,2000,87,83.33333333,43,12.16095756,2000,0.007291,51.1508986,1.7979628,1.7711456,0.013224,47.4617671,0.0994077,60.2393826,0.0001004,1,0,-4.1001396,-6.652573,-8.393131,0.70012325,-6.6486893,61.5747,9.981619,-46.202538,14.356774,-0.0019402,-0.003860382,-0.005406606,0.000736881,0.000426662,-0.000956634,-0.002565622,0.000589732,305.82764,305.76678,3000,0.001976099,9.71E-05,-0.001331265,0.000773859,0.001539118,2.16E-05,-0.001419717,0.000894884,1.0015403,1.000022,0.9985813,0.000894872
1,0.9972988,0.14700983,-0.9972572,0.62665373,0.263883177,4,0.28770778,0.263883177,0.241879255,0.016242164,0.074603054,0.001250631,-0.056196211,0.008761942,0.086087072,0.047491291,-0.26246107,0.026560467,0.064482033,0.05956453,0.054991921,0.00336255,1477,1477,1477,0,1.28770778,1.263883177,1.241879255,0.016242164,-0.238911588,-0.251275796,-0.26246107,0.009485539,7,7,7,0,0.994777956,0.994464031,0.994178505,0.000241487,1477,742,7,426.3683853,1.314671677,1.113781918,0.994178505,0.092219522,8,1688,211,211,211,0,0.9972621,0.009215206,-0.9978566,0.76154286,0.122291674,12,0.30583462,0.122291674,0.030773122,0.093941277,0.030124094,0.0014675,-0.034315454,0.007426728,0.796594177,0.099008669,-0.334684944,0.0953479,0.173428927,0.072728341,0.018331565,0.051849732,609,583.3333333,301,85.12670295,1.30583462,1.122291674,1.030773122,0.093941277,0.796594177,0.228954849,-0.247418911,0.306776224,7,7,7,0,1.011299664,1.00338179,0.994563528,0.004772471,609,301.378,7,175.7107484,1.314575693,1.072502409,0.945714769,0.068143198,36,3000,87,83.33333333,43,12.16095756,3000,0.006341,55.3998735,2.2496297,2.1040648,0.0160958,51.0051161,0.0185606,120.4198613,6.55E-05,0.468266338,-4.120477676,11.857377,4.5691576,-5.520772,3.4625213,-154.0184,232.66136,139.52649,-13.623456,39.16746,175.90926,146.7294,41.121864,31.630259,175.32338,146.43446,40.53875,31.557386,605.65826,605.3069,6000,0.93195266,0.04282837,-0.96114165,0.76032627,-0.11336494,-0.60632604,-1.0501177,0.12028462,0.89282477,0.5493062,0.34989655,0.06653205
2,0.9950566,-0.11621306,-0.9961013,0.5664801,0.216088457,4,0.237877312,0.216088457,0.197702361,0.016402627,0.048961421,0.001024116,-0.040999591,0.006312175,0.083355458,0.040084428,-0.19404362,0.02143522,0.054150758,0.049516973,0.045590867,0.003495675,1477,1477,1477,0,1.237877312,1.216088457,1.197702361,0.016402627,-0.168095462,-0.177756632,-0.19404362,0.010345752,7,7,7,0,0.996476733,0.996252032,0.995871342,0.000241388,1477,742,7,426.3683853,1.250967509,1.096285484,0.995871342,0.078399447,12,2532,211,211,211,0,0.9966827,-0.13603304,-0.99939525,0.7437938,0.115167317,12,0.192864591,0.115167317,0.016828947,0.051317942,0.028653205,0.001382008,-0.032086175,0.007385023,1.401705322,0.078583851,-0.369674667,0.089495863,0.111486986,0.071910763,0.010052575,0.031194481,609,583.3333333,301,85.12670295,1.192864591,1.115167317,1.016828947,0.051317942,1.401705322,0.222157455,-0.222097412,0.43786626,7,7,7,0,1.016945405,1.002874762,0.99519493,0.005916228,609,301.378,7,175.7107484,1.192864591,1.060196703,0.957134589,0.048099738,48,4000,87,83.33333333,43,12.16095756,4000,0.0062102,61.9469462,1.5514518,1.5884507,0.0177095,58.7625754,0.0204653,187.7240962,8.33E-05,0.265514582,0.094715863,16.37725,10.0714245,-3.675847,3.0305974,-264.729,350.01355,252.77122,-12.831318,47.744728,289.72922,255.93935,107.43507,39.1294,288.31503,255.73874,107.67503,39.013702,1007.4084,998.56946,9000,0.9545357,-0.13952985,-0.978213,0.75154865,-0.5405906,-1.0710962,-1.8969175,0.39803386,0.5824042,0.36728078,0.15003037,0.12040046
3,0.9948683,0.048509743,-0.99828297,0.56863534,0.224667209,4,0.239378875,0.224667209,0.20619007,0.012172943,0.053420372,0.001064774,-0.049537589,0.007288257,0.090451357,0.042527115,-0.284993445,0.025419051,0.054466609,0.05134984,0.047417118,0.002586579,1477,1477,1477,0,1.239378875,1.224667209,1.20619007,0.012172943,-0.201855701,-0.254636178,-0.284993445,0.031462534,7,7,7,0,0.995685332,0.994363483,0.993587103,0.00079047,1477,742,7,426.3683853,1.256273503,1.100518785,0.993587103,0.078304651,16,3376,211,211,211,0,0.99756235,0.24469185,-0.99789596,0.6580654,0.079490011,12,0.15555342,0.079490011,0.020409496,0.047934161,0.015951664,0.00095388,-0.019805316,0.004409423,0.656882,0.050503983,-0.413226738,0.070721018,0.09051784,0.048839743,0.01218275,0.027006147,609,583.3333333,301,85.12670295,1.15555342,1.079490011,1.020409496,0.047934161,0.656882,0.114652975,-0.413226738,0.328884918,7,7,7,0,1.009730772,1.001190933,0.989827931,0.006055301,609,301.378,7,175.7107484,1.156036097,1.042193562,0.961174464,0.041131678,60,5000,87,83.33333333,43,12.16095756,5000,0.0066135,54.4057666,1.7047026,1.8727749,0.0168992,50.7842842,0.0204247,246.8555015,6.75E-05,0.19548732,-1.320541501,17.064762,9.190974,-1.218215,3.0002282,-300.70245,382.4017,292.52673,-6.9358435,62.316414,323.99884,295.2453,142.58128,38.82691,326.4032,295.06967,142.97533,38.588028,2457.6982,2430.2397,12000,0.97491217,0.22985196,-0.9736534,0.6791265,-0.56652486,-1.1691942,-2.2195857,0.51486015,0.56749415,0.34787923,0.10865412,0.14279538
4,0.9973117,-0.17654508,-0.98498297,0.6286458,0.201810628,4,0.219779618,0.201810628,0.186729501,0.01334623,0.066405731,0.000956448,-0.056685395,0.008562053,0.074342497,0.036845177,-0.269925523,0.02578985,0.050321057,0.046464039,0.043215403,0.002869856,1477,1477,1477,0,1.219779618,1.201810628,1.186729501,0.01334623,-0.248468108,-0.258947418,-0.269925523,0.007800513,7,7,7,0,0.994536918,0.994268089,0.993984574,0.00020082,1477,742,7,426.3683853,1.245154132,1.089098062,0.993984574,0.075095692,20,4220,211,211,211,0,0.9974019,-0.12024882,-0.99854225,0.6938325,0.07046705,12,0.184396108,0.07046705,0.002252413,0.053610016,0.014870588,0.000845605,-0.0214072,0.004129973,1.105546409,0.047535617,-0.371445918,0.090501268,0.106750965,0.041465465,0.002731985,0.030799944,609,583.3333333,301,85.12670295,1.184396108,1.07046705,1.002252413,0.053610016,1.075263541,0.167369234,-0.233540968,0.400140855,7,7,7,0,1.014100173,1.00207272,0.994912116,0.005651537,609,301.378,7,175.7107484,1.184396108,1.03768696,0.965554777,0.042001879,72,6000,87,83.33333333,43,12.16095756,6000,0.0061049,55.5786437,2.2099433,1.6769166,0.0108125,51.6488919,0.0259038,307.197951,7.07E-05,0.233844817,0.741949499,19.464056,10.510599,3.0094595,2.7271883,-399.02777,469.39243,386.40903,-13.623456,79.48177,444.27234,390.45767,163.34601,71.45333,446.52676,390.53613,155.17441,72.149124,1139.3105,1136.9615,15000,0.9775449,-0.10939722,-0.9799877,0.69633573,-0.48071092,-1.3554012,-2.4248364,0.5659396,0.61834365,0.29753497,0.088492595,0.14146756
5,0.99125564,-0.06416951,-0.99084854,0.55970585,0.239040992,4,0.250544507,0.239040992,0.225955258,0.00901381,0.074348843,0.001132896,-0.065785016,0.010004103,0.102800704,0.039841673,-0.26731789,0.027499414,0.056806291,0.054390365,0.05163268,0.001896796,1477,1477,1477,0,1.250544507,1.239040992,1.225955258,0.00901381,-0.220194462,-0.239476719,-0.26731789,0.018667641,7,7,7,0,0.995241563,0.994758105,0.994052542,0.000470944,1477,742,7,426.3683853,1.281414969,1.097226165,0.994052542,0.088372415,24,5064,211,211,211,0,0.9974055,0.032191783,-0.9963445,0.75152034,0.08919978,12,0.23833634,0.08919978,0.020567254,0.065946147,0.025230281,0.001070397,-0.029790976,0.006949065,0.793370655,0.077065288,-0.396108344,0.09102019,0.162673908,0.059202,0.012276536,0.048433502,609,583.3333333,301,85.12670295,1.23833634,1.08919978,1.020567254,0.065946147,0.715707157,0.229686643,-0.396108344,0.353655818,7,7,7,0,1.01040659,1.00309688,0.990373963,0.006051851,609,301.378,7,175.7107484,1.23833634,1.052626357,0.967230703,0.050252738,84,7000,87,83.33333333,43,12.16095756,7000,0.0059284,58.4737227,1.6646533,1.5385585,0.0177745,55.2184422,0.0282919,370.7196945,7.39E-05,0.267571121,0.852571547,20.596478,10.646687,1.6235628,3.309921,-462.96417,594.75806,455.1341,-13.623456,115.1997,523.6334,453.047,140.85103,97.743904,526.2326,453.19647,126.48058,98.69614,3593.3513,3593.7678,18000,0.96453816,-0.005582861,-0.9676096,0.76644427,-0.54236996,-1.1664203,-2.2928517,0.46827143,0.5813688,0.34238452,0.1009781,0.12909521
6,0.9967941,0.089255646,-0.9930825,0.60525167,0.243560371,4,0.251522849,0.243560371,0.239353802,0.004731271,0.066848111,0.001154315,-0.05753138,0.008941307,0.10136002,0.042889141,-0.236500771,0.02451328,0.057010545,0.055343247,0.054461337,0.000990876,1477,1477,1477,0,1.251522849,1.243560371,1.239353802,0.004731271,-0.208720438,-0.220850967,-0.236500771,0.012009379,7,7,7,0,0.995520399,0.99522326,0.994838293,0.00029457,1477,742,7,426.3683853,1.262093569,1.101956981,0.994838293,0.084475833,28,5908,211,211,211,0,0.9957405,0.11968833,-0.99907357,0.70331156,0.0755001,12,0.216804504,0.0755001,0.024704341,0.05917081,0.018532003,0.000906001,-0.024824685,0.005100803,0.719656745,0.045567838,-0.457215542,0.068663987,0.124803116,0.045601806,0.014733935,0.033173893,609,583.3333333,301,85.12670295,1.216804504,1.0755001,1.024704341,0.05917081,0.719656745,-0.025359885,-0.457215542,0.310140062,7,7,7,0,1.010451148,0.998573991,0.988349763,0.006063632,609,301.378,7,175.7107484,1.220463046,1.038159652,0.966187346,0.045302573,96,8000,87,83.33333333,43,12.16095756,8000,0.0062661,60.2303633,1.7392779,1.7662611,0.0250004,56.6576509,0.0357362,436.0942059,0.0001707,0.265987933,2.353963375,18.19537,11.77751,0.9770293,2.846877,-572.4818,684.9886,551.8944,6.0241275,132.5975,644.8524,558.3241,208.10834,116.93595,646.8141,558.5405,202.62213,116.95402,3441.1921,3459.3442,21000,0.96526074,0.13708721,-0.9751847,0.7134134,-0.5467426,-1.3626753,-2.5347075,0.55644757,0.5788322,0.2954023,0.07928491,0.14647637
7,0.98508954,-0.046330813,-0.99614435,0.59208244,0.235927787,4,0.258229163,0.235927787,0.211494326,0.016805062,0.063838092,0.001118141,-0.055707337,0.008502149,0.110227679,0.04271872,-0.331085313,0.031509753,0.058407437,0.053722096,0.048553496,0.003544278,1477,1477,1477,0,1.258229163,1.235927787,1.211494326,0.016805062,-0.301627562,-0.320401518,-0.331085313,0.011557777,7,7,7,0,0.993138663,0.992617097,0.992318174,0.000321697,1477,742,7,426.3683853,1.290326,1.101929004,0.992318174,0.087636103,32,6752,211,211,211,0,0.9976384,-0.26130918,-0.9994133,0.7087441,0.082015536,12,0.184447772,0.082015536,-0.029482352,0.067339178,0.024723931,0.000984186,-0.038546923,0.007043079,2.08768896,0.063097527,-0.320107741,0.122884298,0.126978929,0.053395767,-0.017775871,0.044893643,609,583.3333333,301,85.12670295,1.184447772,1.082015536,0.970517648,0.067339178,2.08768896,0.371614049,-0.320107741,0.68338374,7,7,7,0,1.021857254,1.004171489,0.992628002,0.00829661,609,301.378,7,175.7107484,1.184447772,1.042984513,0.909621458,0.056464755,108,9000,87,83.33333333,43,12.16095756,9000,0.0066024,72.9674744,3.1886155,2.150029,0.0208215,67.5723943,0.0289158,514.8083237,9.59E-05,0.340004623,1.040652871,17.250458,10.964643,-0.042894363,3.595982,-628.51013,758.4603,611.8421,2.642127,149.44255,707.9932,615.74805,187.87477,136.50226,714.108,616.0751,186.33917,136.40419,4203.499,4136.0107,24000,0.98278755,-0.31421,-0.97729814,0.7135476,-0.60554487,-1.177211,-2.7533786,0.4654575,0.54577696,0.33971548,0.06371224,0.13625269
8,0.9942388,-0.028383575,-0.9969303,0.5665997,0.232946984,4,0.252634657,0.232946984,0.200795584,0.020279298,0.064459911,0.001104014,-0.058494276,0.0080597,0.125768072,0.040636906,-0.384645436,0.034457333,0.057242518,0.053084959,0.046257542,0.004298815,1477,1477,1477,0,1.252634657,1.232946984,1.200795584,0.020279298,-0.360724462,-0.373009875,-0.384645436,0.011010286,7,7,7,0,0.991456057,0.991084284,0.990731177,0.000333765,1477,742,7,426.3683853,1.273786139,1.09688338,0.990731177,0.083264195,36,7596,211,211,211,0,0.99876094,0.10859189,-0.99841577,0.7557274,0.073974331,12,0.164758651,0.073974331,0.00166477,0.051651583,0.013915754,0.000887692,-0.017179952,0.004128498,0.432325883,0.04455091,-0.429246816,0.063723353,0.095716148,0.043498,0.002019098,0.029874136,609,583.3333333,301,85.12670295,1.164758651,1.073974331,1.00166477,0.051651583,0.432325883,0.013757205,-0.383181706,0.237017318,7,7,7,0,1.006914473,0.999713756,0.99077632,0.004715037,609,301.378,7,175.7107484,1.164815057,1.039529103,0.954026336,0.039145622,120,10000,87,83.33333333,43,12.16095756,10000,0.0095123,62.7133272,2.1305484,1.6951922,0.0195011,58.8347041,0.0237241,583.1292479,0.000145,0.340185255,1.457597971,17.676142,11.351799,-1.4433222,3.8299587,-603.56665,751.4355,593.24854,0.5500161,153.47697,702.95386,594.5394,127.18245,143.91154,705.4588,595.23444,134.49007,144.51059,2630.752,2607.3044,27000,0.98308665,0.17866765,-0.9651649,0.737864,-0.5342009,-1.3129196,-2.6693554,0.547619,0.5861375,0.3071571,0.06929688,0.14163716
9,0.99863327,0.07979098,-0.99989265,0.6713203,0.264464361,4,0.267818885,0.264464361,0.261238052,0.003139037,0.076847842,0.001253386,-0.068786038,0.010581511,0.111305922,0.04449799,-0.414065011,0.035917546,0.060395221,0.05970057,0.059032352,0.000650105,1477,1477,1477,0,1.267818885,1.264464361,1.261238052,0.003139037,-0.369909679,-0.392799606,-0.414065011,0.015740147,7,7,7,0,0.991180914,0.990471502,0.989800793,0.000491715,1477,742,7,426.3683853,1.29638383,1.107025246,0.989800793,0.091560126,40,8440,211,211,211,0,0.9988293,0.11266455,-0.9988152,0.76977634,0.063055552,12,0.093349713,0.063055552,0.033685767,0.022437461,0.016776152,0.000756667,-0.022350549,0.004029053,1.025998452,0.052859408,-0.34684091,0.062624883,0.054945441,0.039327803,0.020055193,0.012721842,609,583.3333333,301,85.12670295,1.093349713,1.063055552,1.033685767,0.022437461,1.025998452,0.11101205,-0.34684091,0.317848032,7,7,7,0,1.013633021,1.001361801,0.991864665,0.004951445,609,301.378,7,175.7107484,1.10543798,1.037537909,0.991864665,0.027967235,132,11000,87,83.33333333,43,12.16095756,11000,0.0069555,68.8402551,1.7958679,1.6931613,0.0215264,65.2909898,0.0316176,657.8951871,0.0001366,0.259941101,1.733328938,19.563267,11.28652,0.9802637,3.3758562,-583.95233,749.9008,572.56494,-1.9984654,171.2447,694.1599,574.99634,143.18213,158.98218,699.85065,574.6599,140.59904,159.6115,3049.1982,3071.7292,30000,0.9821056,0.13686672,-0.9788726,0.7714748,-0.4941988,-1.2237034,-2.6794026,0.5063895,0.6100595,0.32941952,0.06860413,0.14044939
