,0,1,2,3,4,5,6,7,8,9
0,-0.6517983675003052,-0.8946293592453003,-0.9176387786865234,0.8000430464744568,-0.5277054905891418,-0.5097104907035828,-0.8117420673370361,-0.8931122422218323,-0.5524957180023193,-0.20165197551250458
1,0.1191219687461853,0.47331875562667847,-0.8285491466522217,0.9215484261512756,-0.17393524944782257,-0.4039423167705536,-0.4243526756763458,-0.8099503517150879,-0.7439099550247192,0.6709213256835938
2,0.666530966758728,0.24694021046161652,-0.7985344529151917,-0.37290069460868835,0.7852733731269836,-0.38021916151046753,-0.2907955050468445,-0.9202856421470642,-0.250801146030426,-0.3922112286090851
3,-0.982417106628418,-0.9785593152046204,-0.9671732187271118,0.9728663563728333,-0.9661797881126404,-0.9676787853240967,-0.9663976430892944,-0.9758620262145996,-0.9808662533760071,-0.4438328146934509
4,-0.6742002367973328,-0.3904784321784973,-0.8443687558174133,0.6211583614349365,-0.7573327422142029,-0.71226567029953,0.11589719355106354,-0.6559484601020813,-0.749708890914917,-0.16089536249637604
5,-0.9611879587173462,-0.7813898324966431,-0.9758813381195068,0.9880062937736511,-0.9794477224349976,-0.9775388836860657,-0.9846980571746826,-0.9757455587387085,-0.9798966646194458,-0.9854092597961426
6,-0.9820770621299744,-0.9812235832214355,-0.9783320426940918,0.9044765830039978,-0.9778887033462524,-0.9846925735473633,-0.9765186309814453,-0.9880475401878357,-0.9913235306739807,0.9244300127029419
7,-0.660091757774353,-0.29655879735946655,0.8467293977737427,-0.8993277549743652,0.222154900431633,0.7205865383148193,0.840601921081543,0.025192949920892715,0.9116582274436951,0.9347995519638062
8,-0.16851592063903809,0.037002380937337875,-0.09731286764144897,-0.2882373034954071,0.37695783376693726,0.5362725257873535,0.2197495698928833,-0.10617251694202423,0.698466420173645,0.7631980776786804
9,-0.46433180570602417,0.06297196447849274,0.13935808837413788,0.8864384293556213,-0.08089832961559296,0.09106709063053131,-0.7692610025405884,-0.6721298694610596,0.4299926459789276,0.6347925662994385
10,-0.7001748085021973,0.15061315894126892,-0.6075966954231262,-0.6630584001541138,0.8227595090866089,0.4507349729537964,0.8100135326385498,-0.24877513945102692,0.6703172326087952,0.6541849374771118
11,0.9380697011947632,0.8772696256637573,0.1566855013370514,-0.6240593194961548,-0.04414932057261467,0.0023933304473757744,-0.2565380036830902,0.22252850234508514,-0.6153087615966797,0.7839580178260803
12,0.6716341972351074,0.5459905862808228,0.2659238576889038,-0.22304607927799225,0.019215013831853867,0.27201059460639954,0.570923388004303,-0.0009443160961382091,-0.8183547258377075,0.9287799000740051
13,0.6108149886131287,0.6556732654571533,0.10469307005405426,-0.6759616732597351,-0.16520680487155914,0.5388000011444092,0.8681837320327759,-0.04095277190208435,-0.9062902331352234,0.8442680239677429
14,-0.446197509765625,-0.8500738143920898,0.7567520141601562,-0.880620002746582,0.954936683177948,0.7875613570213318,-0.935429573059082,-0.7865596413612366,0.8260270953178406,0.9713169932365417
15,-0.9836852550506592,-0.9017008543014526,-0.9748979210853577,-0.9167608618736267,-0.9383472204208374,-0.9867729544639587,-0.985466718673706,-0.9868149161338806,-0.9775854349136353,0.9881297945976257
16,-0.6431486010551453,-0.3202989995479584,-0.8241117000579834,0.19110801815986633,-0.17265625298023224,0.10154759883880615,-0.30596014857292175,-0.7244645357131958,0.20245243608951569,0.41576844453811646
17,-0.8331640958786011,-0.3572334945201874,-0.46467748284339905,0.6354883909225464,-0.2449558526277542,0.2836465537548065,-0.20263896882534027,-0.6381956338882446,0.11450859159231186,0.15585637092590332
18,0.5402740240097046,0.5934128761291504,0.23734989762306213,0.8860010504722595,-0.09556000679731369,-0.4125754237174988,0.2783709168434143,-0.4320226311683655,0.6590895056724548,-0.7711979150772095
19,0.2777945399284363,0.6628631353378296,-0.008531840518116951,-0.7446656823158264,-0.1988668590784073,0.3608631491661072,0.8467047810554504,0.6409199833869934,0.18859733641147614,0.943889319896698
20,0.1533431112766266,0.39876309037208557,-0.41356831789016724,-0.7137396931648254,-0.014936811290681362,0.2388085126876831,0.6506887674331665,0.3210943639278412,0.3548615872859955,0.8713040351867676
21,-0.7828445434570312,-0.4936170279979706,-0.9305111169815063,-0.7147547602653503,-0.5081336498260498,-0.331107497215271,0.4206864833831787,-0.22816160321235657,-0.5484422445297241,0.9282145500183105
22,0.42267391085624695,0.7927650213241577,-0.2105903923511505,-0.7493724226951599,0.5749608278274536,0.40799495577812195,0.8905224800109863,0.610830545425415,0.3153998851776123,0.752897322177887
23,0.8131076693534851,0.5299645662307739,-0.349261999130249,-0.896007776260376,0.4143001139163971,0.426690936088562,0.9578262567520142,-0.00822251383215189,0.7338513731956482,0.8266263604164124
24,0.0988660678267479,-0.5120146870613098,-0.6318823099136353,-0.7043574452400208,0.2932376563549042,-0.005871779751032591,0.6323248147964478,-0.38668379187583923,0.7766326069831848,0.9750882387161255
25,-0.9815698266029358,-0.981798529624939,-0.9816044569015503,0.9079718589782715,-0.9831969738006592,-0.9897125363349915,-0.9848172068595886,-0.9863296151161194,-0.9918265342712402,-0.9655167460441589
26,-0.022030871361494064,-0.06565607339143753,-0.808499813079834,-0.9356297254562378,0.24378927052021027,0.19378381967544556,0.2783689498901367,-0.26493266224861145,0.3166499733924866,0.9537527561187744
27,0.596309244632721,-0.3645808696746826,-0.4682272672653198,-0.9352359771728516,0.4336060583591461,0.6445763111114502,0.7465043067932129,-0.09271685034036636,0.40799227356910706,0.878933310508728
28,0.4774455726146698,0.576784610748291,-0.4921267032623291,-0.9867298007011414,0.4663527011871338,0.9287784695625305,0.9090720415115356,0.9117993712425232,0.9638196229934692,-0.6757652163505554
29,-0.6936211585998535,0.1509407013654709,-0.6299154758453369,-0.8103378415107727,0.34455201029777527,0.5586434602737427,0.152703195810318,-0.44998395442962646,0.5168852210044861,0.9104264974594116
30,-0.44423019886016846,-0.7734794616699219,-0.9014042615890503,0.9442017674446106,-0.8519499897956848,-0.743036687374115,-0.7774374485015869,-0.7129901051521301,-0.6084944009780884,0.39128416776657104
31,-0.8180617094039917,-0.7753816843032837,-0.3647092282772064,0.40518617630004883,-0.13891790807247162,-0.12581607699394226,0.4457032382488251,-0.2905801832675934,0.6424579620361328,0.9339078664779663
32,-0.6221463680267334,-0.26352956891059875,-0.5882399678230286,-0.6557222604751587,0.3809061050415039,0.6153603196144104,-0.2645605206489563,-0.35494107007980347,0.6946083307266235,0.8643137216567993
33,0.44356951117515564,0.34723982214927673,-0.08080528676509857,0.3356514573097229,0.8388566970825195,-0.5340079069137573,-0.07242286205291748,-0.19536535441875458,0.770427405834198,0.5784900188446045
