,trade_days,wealths,max_weath,cagr,std,mean,mean_square,mdd,profit,reward,dd,episode,date
0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2019-03-03
1,7,1.0029729604848847,1.0029729604848847,0.1674112346394998,0.0,0.0029729604848847124,8.838494044685945e-06,0.0,0.0029729604848847124,0.0029729604848847124,0.0,1,2019-03-10
2,14,1.005921289930236,1.005921289930236,0.16639900562367038,2.3596383041834524e-05,0.002956275322424389,8.739842176621752e-06,0.0,0.002939590159964065,0.002939590159964065,0.0,2,2019-03-17
3,21,1.009617469181047,1.009617469181047,0.1810006162975144,0.00041495772416540264,0.0031956575260223188,1.0327020298852774e-05,0.0,0.003674421933218179,0.003674421933218179,0.0,3,2019-03-24
4,28,1.0123146808259065,1.0123146808259065,0.17298321431341335,0.00042833833747524583,0.0030646227442644126,9.529517863176032e-06,0.0,0.0026715183989906945,0.0026715183989906945,0.0,4,2019-03-31
5,35,1.0111488940162927,1.0123146808259065,0.12257335760037957,0.001921697386696968,0.002221377163484452,7.888853179280596e-06,0.00115160515963539,-0.00115160515963539,-0.00115160515963539,0.00115160515963539,5,2019-04-07
6,42,1.0113933791459293,1.0123146808259065,0.10346373970519962,0.001899332672158592,0.0018914458770275266,6.583788005332011e-06,0.00115160515963539,0.0002417894447428989,0.0002417894447428989,0.0009100941608646024,6,2019-04-14
7,49,1.0107162275354364,1.0123146808259065,0.08263759382700031,0.001985738708275209,0.0015255931123539857,5.7072842452126306e-06,0.0015790083071460777,-0.0006695234756872601,-0.0006695234756872601,0.0015790083071460777,7,2019-04-21
8,56,1.0151629241921192,1.0151629241921192,0.10305983751961922,0.002100548376039757,0.0018848377329352393,7.413378824569305e-06,0.0015790083071460777,0.004399550077004014,0.004399550077004014,0.0,8,2019-04-28
9,63,1.0140832010685887,1.0151629241921192,0.08439685741647174,0.0021969714202039288,0.00155723399599413,6.715362981562396e-06,0.0015790083071460777,-0.0010635958995347465,-0.0010635958995347465,0.0010635958995347465,9,2019-05-05
10,70,1.0156063210174224,1.0156063210174224,0.08409697392443327,0.0020713982481672805,0.0015517073403333514,6.269417302303834e-06,0.0015790083071460777,0.0015019674393863443,0.0015019674393863443,0.0,10,2019-05-12
11,77,1.0174713111301577,1.0174713111301577,0.08556804764621928,0.001966973887107575,0.001577582284871986,6.006026113326536e-06,0.0015790083071460777,0.0018363317302583307,0.0018363317302583307,0.0,11,2019-05-19
12,84,1.0193171856481218,1.0193171856481218,0.0866910464254278,0.001876679263907479,0.0015972986312959077,5.779794222155071e-06,0.0015790083071460777,0.00181417844195905,0.00181417844195905,0.0,12,2019-05-26
13,91,1.021779618403206,1.021779618403206,0.09026424253573273,0.0018110663524124355,0.0016602577317105015,5.784112350634177e-06,0.0015790083071460777,0.0024157669366856255,0.0024157669366856255,0.0,13,2019-06-02
14,98,1.0345403091788294,1.0345403091788294,0.1348190139038632,0.003376834715042948,0.0024337173103842085,1.6511491732960135e-05,0.0015790083071460777,0.012488691833142397,0.012488691833142397,0.0,14,2019-06-09
15,105,1.035771403400241,1.035771403400241,0.1299527433163754,0.0032698066259812084,0.0023508022593925577,1.550513094265506e-05,0.0015790083071460777,0.0011899915455094543,0.0011899915455094543,0.0,15,2019-06-16
16,112,1.0395688366230311,1.0395688366230311,0.13481102058243843,0.003176006236998866,0.002433019934486556,1.5376163142973685e-05,0.0015790083071460777,0.0036662850608965296,0.0036662850608965296,0.0,16,2019-06-23
17,119,1.0411370942673337,1.0411370942673337,0.13162038755765004,0.003083317803079137,0.0023786402597476626,1.4605551767442784e-05,0.0015790083071460777,0.0015085654639253633,0.0015085654639253633,0.0,17,2019-06-30
18,126,1.0422440293006234,1.0422440293006234,0.12733829569823873,0.003007283649010093,0.0023055601425804578,1.3856931686347776e-05,0.0015790083071460777,0.0010631981507379727,0.0010631981507379727,0.0,18,2019-07-07
19,133,1.0437411649677522,1.0437411649677522,0.12467071587157363,0.002929347902769858,0.0022598177171678055,1.3236219506315985e-05,0.0015790083071460777,0.001436454059740065,0.001436454059740065,0.0,19,2019-07-14
20,140,1.0462546093016127,1.0462546093016127,0.1251164287258164,0.0028514106917230894,0.002267232369493695,1.2864358403509105e-05,0.0015790083071460777,0.0024081107636855907,0.0024081107636855907,0.0,20,2019-07-21
21,147,1.0493841505018762,1.0493841505018762,0.12714612499198918,0.0027836977725743607,0.002301706309137836,1.2677826494511069e-05,0.0015790083071460777,0.00299118510202066,0.00299118510202066,0.0,21,2019-07-28
22,154,1.0538725958220079,1.0538725958220079,0.13242848204700985,0.002749066691423783,0.0023915023185929933,1.2933134301281562e-05,0.0015790083071460777,0.004277218517151295,0.004277218517151295,0.0,22,2019-08-04
23,161,1.0581540880448532,1.0581540880448532,0.13672227523976366,0.0027083705422119063,0.002464159953062834,1.3088430442377184e-05,0.0015790083071460777,0.004062627911399327,0.004062627911399327,0.0,23,2019-08-11
24,168,1.0608041901940102,1.0608041901940102,0.13683014584814623,0.0026488514173004926,0.0024658390256773076,1.280442535519909e-05,0.0015790083071460777,0.0025044576958101958,0.0025044576958101958,0.0,24,2019-08-18
25,175,1.0591041123402851,1.0608041901940102,0.1272361491010101,0.002717749297102383,0.002303100218104606,1.239498540685796e-05,0.0016026311636402287,-0.0016026311636402287,-0.0016026311636402287,0.0016026311636402287,25,2019-08-25
26,182,1.0621032103774621,1.0621032103774621,0.12843673666626154,0.0026648570115434724,0.0023234321745240847,1.222666677343334e-05,0.0016026311636402287,0.0028317310850110465,0.0028317310850110465,0.0,26,2019-09-01
27,189,1.060255000150141,1.0621032103774621,0.11962569833854553,0.002727619608794726,0.0021729294335053797,1.1885978878079892e-05,0.0017401418329809407,-0.0017401418329809407,-0.0017401418329809407,0.0017401418329809407,27,2019-09-08
28,196,1.0474639677198734,1.0621032103774621,0.09019433761319084,0.003795181444088233,0.001664463756953933,1.6659434570566575e-05,0.013783258081280161,-0.012064109509935122,-0.012064109509935122,0.013783258081280161,28,2019-09-15
29,203,1.0566551616547353,1.0621032103774621,0.10416186289153484,0.003953769369576755,0.0019096447074043968,1.8739990576741562e-05,0.013783258081280161,0.008774711320017383,0.008774711320017383,0.0051294908719753075,29,2019-09-22
30,210,1.0562080284102733,1.0621032103774621,0.0997116625696588,0.0039082792617655395,0.0018318845805778004,1.812129301157374e-05,0.013783258081280161,-0.00042315909739349436,-0.00042315909739349436,0.005550479378641328,30,2019-09-29
31,217,1.0637062213679582,1.0637062213679582,0.10946815162234524,0.003957330766719799,0.0020017967877198222,1.9162480828254857e-05,0.013783258081280161,0.007099163001980467,0.007099163001980467,0.0,31,2019-10-06
