Date,AGG,BND,BSV,GLD,IGSB,LQD,MBB,SHV,SHY,SPY
2017-03-05,-0.005804006456632926,-0.005202747960623033,-0.0019463313158505358,-0.014425909795746317,-0.0010087050261912145,-0.006418015717649106,-0.006363527432794225,-0.0003260272602297887,-0.0016103754268895765,0.008246237661841294
2017-03-12,-0.0057451144853973846,-0.005948756636473762,-0.0017617406129828428,-0.023742668043023718,-0.0015235476075101673,-0.012680894944870569,-0.004250955478262597,-9.061625850159682e-05,-0.0004739310342438685,-0.0030617772699212953
2017-03-19,0.005498535116943648,0.004612751743332533,0.0020168197099714735,0.01978727762851018,0.001525871672875212,0.0069819771067063385,0.004838058397258038,1.9185932842447073e-09,0.001067521581019415,0.0015615131057662435
2017-03-26,0.0043564162860318945,0.004963994995629273,0.001635253365859679,0.015984295677082372,0.0014285964128959439,0.00770435234843414,0.004343117088490667,-8.208359991712655e-09,0.0013035892428983065,-0.01337383602314457
2017-04-02,0.001199781393964594,0.0012347903514857705,0.0011302645980761916,-0.001177850226207977,0.0006654850728591288,0.001614040477591283,0.0015980869134362141,0.0005435919822913693,0.00035525280922321656,0.008039124412386967
2017-04-09,0.0015887340269924444,0.0015324380633541246,0.00027630203284956245,0.006233136051260857,-0.0002282633206476259,0.001598792435296037,0.0005264778376523616,-0.00038986902382731614,-0.0004973308268276799,-0.0022906462551883777
2017-04-16,0.007653813064095738,0.008022233563044434,0.0031393612570382867,0.026284943708948072,0.0019034634235912673,0.011547012304463422,0.006673918379135779,0.0004537449088075629,0.0026058763746656943,-0.011437248614048823
2017-04-23,0.0006407088477013989,-1.1104761554747711e-10,0.0011269996579377217,-0.002365423312666981,0.0006651815612150891,-0.0005036279636655427,0.0002803288241566282,-9.065414586295617e-05,0.0005908865246200268,0.00894591042292614
2017-04-30,-0.0008230651826517388,-0.0015917403249806616,-0.00037527718904240004,-0.01259096476276389,-9.499895783582346e-05,-0.0007561480955797784,-0.0012138897234411639,4.7235018341140744e-08,-0.0008261439891781297,0.0148769961755999
2017-05-07,-0.002852793571494927,-0.0017448723971816849,-0.0013029000097353194,-0.031133515378619414,-0.0004561557084992174,-0.0022581014008324907,-0.0009361139277940245,8.87727898990498e-06,-0.0008046009390524356,0.006804533121952172
2017-05-14,0.002023521570406972,0.0013538538663671051,0.001128858738914662,-0.0015383448468349048,0.0011409368815056276,0.005320617098989455,0.001406192992209565,0.0001812773294185277,0.0005915980706014956,-0.003003737676259277
2017-05-21,0.005508763425476015,0.005900848323820318,0.001628577138506504,0.021997771541175437,0.0009498874819053871,0.007897343923580324,0.00383874813393148,0.00036298446523175265,0.000710031034244718,-0.0028036487798008825
2017-05-28,-0.0007303390366102391,-0.0003670622336353624,0.0002503960550221951,0.009547733738666908,-0.0001893190977136916,-0.0011670047772358583,0.0010258226334376452,-8.226489933704784e-09,-0.00023635184088643957,0.014267179948888264
2017-06-04,0.005762186169172345,0.005533043777840474,0.0011131399977819534,0.008876719070060712,0.001225403148523263,0.008408018044235188,0.0025400042398249223,0.0002357816386424627,0.0009936887112218518,0.010177538685342435
2017-06-11,-0.0025490152728079307,-0.0026799459541603232,-0.0011254518269375735,-0.008798616018292904,-0.0009498523992297336,-0.0038995850018540557,-0.0017697782294995301,-0.00018139996231436584,-0.0014188401335105683,-0.0031125145905581686
2017-06-18,0.0034684474357573603,0.003664875400657186,0.001252299683383029,-0.009955239919150705,0.00047525017022231886,0.006580707575734257,0.0013062983607246004,0.00036282972515744305,0.0004733958068439126,0.001697700769662136
2017-06-25,0.0010004874573010802,0.001094974719757058,0.00012501249225005395,0.0007541804839483746,0.0004752615048260189,0.0028134160334225555,-0.000838663047568522,0.0002720574566827949,0.0003554039650466301,0.0020195319925688793
2017-07-02,-0.0049068806279167765,-0.005106003273334214,-0.001500876161832032,-0.01180610994530873,-0.00018976897902145407,-0.005528783227103595,-0.004382998244472636,9.041927431541197e-05,-0.0007098869639214911,-0.005470490771842251
2017-07-09,-0.003522581714423101,-0.001853188735589928,-0.0006646672485361993,-0.02321638770829637,-0.00022856885402011695,-0.0039106123407436355,-0.002355810520406454,9.971859728530319e-05,-0.00027244302584528146,0.0012821076328999315
2017-07-16,0.004315761440670807,0.003811351990363754,0.002258821521804233,0.012925033856558521,0.0019975247076944314,0.007100230229762694,0.004891741103407954,0.0005443402819222953,0.001303328897631184,0.01424974886439978
2017-07-23,0.005028587460098599,0.005511034877629939,0.001502486286256488,0.021324018482447693,0.001233469788837649,0.008127764379997515,0.0026213836269679547,-9.080824389129383e-05,0.0008281128717435582,0.005375462065467573
2017-07-30,-0.0020011887279154372,-0.0012175960572193834,0.0002502096347263283,0.01199061118003697,5.901312771783296e-10,-0.003619851872764701,-0.0003735428767488447,0.00027187586418908616,0.00011835239194524227,0.00012154332298597303
2017-08-06,0.001919196562159664,0.0038214059442580606,0.00027514147780949294,-0.00861712563772321,0.00023738504190595755,-0.00043071689898310783,0.0015064148747230277,0.0002449609151624621,-0.00022487295294193466,0.0020249470491384702
2017-08-13,0.001732181415756484,0.002073626795535688,0.001626737559750735,0.026243203264462833,0.00037964139143342734,-0.0020702555041977044,0.0018687905437593244,9.053832245764504e-05,0.001893571800946292,-0.013297797642801812
2017-08-20,0.0007282641342420959,0.00036535733843368057,-0.00012534657486806822,-0.003990535321887978,0.0005693122870078504,0.001327765124645497,0.000653005004642937,0.0004531362708171116,-0.0005906152621512062,-0.005775721091972996
2017-08-27,0.001546340789990941,0.0019470426512291361,0.0006250760709478609,0.003597666953848222,-5.317882800781604e-09,0.004641550673995853,0.0011185614452635662,9.07001700185539e-05,0.0004728485646727787,0.007622157561825382
2017-09-03,0.0007217558998915408,0.0006524126212650305,0.0006612696473939916,0.02704904532298258,0.0010147721694258038,-0.0006704202970522211,0.0012735515899111594,-0.00014488859151662314,0.00014154005817212933,0.013412024743638229
2017-09-10,0.004273966140273089,0.0045004925132092755,0.0019991436430952803,0.015151545287172441,0.0013275636049030481,0.0035590511676633074,0.002608725000266654,0.00036246358036740034,0.0011819654632168053,-0.0050841528170242345
2017-09-17,-0.004799270541292366,-0.004964565730799397,-0.002993447246523062,-0.01906698615728386,-0.0016101821348711853,-0.0018142475880703612,-0.0023233601792821412,9.055941058311312e-05,-0.0016525717440627474,0.015600136622238914
2017-09-24,-0.0012735846854355914,-0.0015820530692137735,-0.0015007582767584404,-0.01824265871094588,-0.000758941237792965,-0.0003309050759271459,-0.0014900958627697136,9.090010574364094e-05,-0.0013015759074170852,0.001003333676657947
2017-10-01,-0.0016398655666005624,-0.0009751541006908226,-0.0001253111767438586,-0.013469621276439692,0.00037975897656461477,0.002066848454428616,-0.0009330393338758958,0.00036231386915375197,0.00011873064812339962,0.00717607477093174
2017-10-08,-0.0007589568990077344,-0.0017360253498471812,-0.0002503448380385409,-0.004030314459352091,-0.0003710463966557498,0.00035546121344243176,-0.000608048216575563,-0.00014509833275366812,-0.00043859439586180216,0.012498422365992523
2017-10-15,0.005307388577642902,0.004899055051251322,0.0011288360137460263,0.022545241935849836,0.0011412449333929597,0.00520870525464634,0.003931508043282017,0.0003626108535803585,0.0005928888259847387,0.002280257484173376
2017-10-22,-0.005097227180481889,-0.004387786474910005,-0.0016294516549124616,-0.017848482904372243,-0.0008549037528307046,-0.004277403945350922,-0.004475252433835508,0.00018133479015136622,-0.0011848869911276205,0.008472290555511908
2017-10-29,-0.0005491655532612327,-0.0007345559487144104,-8.337974755079358e-11,-0.005838327357426953,0.0005705778404763162,-0.0012385299755800494,-0.0006557435905967246,-0.00018129995331861437,0.00023710539578036816,0.0023334956887777203
2017-11-05,0.004013361025301698,0.004206968215258344,-7.562107141168006e-05,-0.002315953692899164,-0.0009706492801723199,0.00448108333876629,0.003977711018664287,0.0002720868461856263,-0.0006168246092154162,0.0028715266099583747
2017-11-12,-0.0042027257957070185,-0.004645244407389559,-0.00100621056210215,0.004228109004246194,-0.0004759143063802762,-0.01023702393458259,-0.0038347625135374264,-8.244639970733658e-09,-0.00047534463751819356,-0.0013931146815445716
2017-11-19,0.0029362016613978525,0.003316206837366442,-0.000251728522876693,0.014282186765604887,-0.001334365711985197,0.0047544577939195865,0.0017834265179592634,9.045939403273806e-05,-0.0007130701206290446,-0.0008911124062838116
2017-11-26,0.002012648792188987,0.002080990663779314,0.00025179263717989286,-0.004395254389387149,0.000572634466034172,0.006060241865176508,0.0008440763995025691,0.0002720246620353528,0.00023776398248687158,0.00969510360939263
2017-12-03,-0.0012632998073617285,-0.0016069284256499117,-0.001120191641388768,-0.005967981207749551,-0.0005529178781475963,-0.0012132630936336763,-0.0012714806387997823,0.0001904090427902183,-0.0004873427200758895,0.015747593447857033
2017-12-10,0.0002750843554744087,0.0007358214840971211,0.0002523194231178749,-0.025577657235843154,-0.0001913847616551445,0.0021538927701127975,0.001221484334827938,0.0002722302715751912,-0.00011886422819296083,0.003970461308341777
2017-12-17,0.0025644554992381163,0.002450050004158877,-0.0003786401988461474,0.005908144661978643,-9.549424508870086e-05,0.00669528149432308,0.00122030360294767,3.462164110956678e-08,-0.00023842407361374107,0.0088969400078589
2017-12-24,-0.0051517382489946195,-0.0054996508783855536,-0.0013880854049354019,0.014767596934407878,0.00014384871934347565,-0.0072676261309123635,-0.00374988098181972,0.0001088603464582949,-0.0007868286092055365,0.003752324628634174
2017-12-31,0.004224963114975777,0.005064508450743244,0.0010885629762016347,0.02240779674097726,0.00038270946361063096,0.00754221949142142,0.0030111173228339894,0.0003630387523667622,0.0007165809848268534,-0.002429916795994691
2018-01-07,-0.0026525015095562043,-0.0038010116788098625,-0.0011379249895046017,0.01358674004405458,-0.0007648185328908985,-0.005511507659500259,-0.0012197320384385035,9.05485320581434e-05,-0.000835080122947085,0.024582307694748895
2018-01-14,-0.0027512371027815785,-0.002830555792806777,-0.00037933035598436415,0.013005642106588944,-9.58438643642312e-05,-0.0004963782392667371,-0.002817745099229274,9.099179089311349e-05,-0.0004771077359539966,0.016458247905624335
2018-01-21,-0.005149955663575234,-0.004442948796689272,-0.00227930939437726,-0.004253315045562811,-0.0012449059411230312,-0.008772538553802334,-0.005275242301135297,0.0002720246620553368,-0.00035864882632241635,0.00895921222497953
2018-01-28,0.001756390440854183,0.0016118257113755252,-0.0001270546201691536,0.013051805947025041,0.00019181323328476552,0.006512670817975907,-9.470057484339822e-05,0.00036262690331234637,-0.0009557809315120513,0.022003400103879578
2018-02-04,-0.0085769527563887,-0.008713054308306156,-0.0019308227800821642,-0.013117887151337437,-0.0006520247696645276,-0.013455473500609383,-0.00724726321585345,0.00018098363928720218,-0.0005264230126743596,-0.03883714088446821
2018-02-11,-0.00410427501107169,-0.004379417253755236,0.0006367921505854302,-0.012817493677583669,-0.00019229723610847405,-0.011719280761917417,-0.0021992658699447887,-8.211775481825612e-09,0.0013173714870537978,-0.05064450202292636
2018-02-18,0.00037468882271962656,0.0010055443014389542,-0.0017816144734082995,0.025567062725772915,-0.0014407411806260928,0.003668546353634339,-0.0002871879612043049,0.00018124109351291828,-0.002033120125634169,0.04439764167477733
2018-02-25,-0.0015916929811785607,-0.0008791232446632158,0.000254925368638137,-0.01422319222527535,-9.633340954284808e-05,-0.0037399927127519383,-3.6543479353667863e-10,0.00018134384450663177,0.0003594713371652958,0.005858490090080215
2018-03-04,0.0006076260198253358,-0.0005658342169124753,-0.0007644795207212285,-0.005945774319152997,-0.0003551143435178705,-0.005386737544250231,9.37298242642548e-05,0.00012731998275672396,0.0005520971460617474,-0.020494212370604226
