,trade_days,wealths,max_weath,cagr,std,mean,mean_square,mdd,profit,reward,dd,episode
29,210,1.1780612861583457,1.1782863299297919,0.32952516135519594,0.011882656597245406,0.005544452083909983,0.0001672318924585649,0.02780391490478957,-0.00019099243174583403,-0.00019099243174583403,0.00019099243174583403,30
30,217,1.1662391089426454,1.1782863299297919,0.2952052366677367,0.012013362672855478,0.005041880016801576,0.00016508592446791076,0.02780391490478957,-0.010035281996450643,-0.010035281996450643,0.01022435776528472,31
31,224,1.195110574730377,1.195110574730377,0.3370071099657417,0.012321145546525334,0.005657947616952255,0.0001790789167030036,0.02780391490478957,0.024756043221623312,0.024756043221623312,0.0,32
32,231,1.2052894131209722,1.2052894131209722,0.3431711068408152,0.012137308587241378,0.005744587637639624,0.00017585047839141727,0.02780391490478957,0.008517068299635444,0.008517068299635444,0.0,33
33,238,1.192302850712516,1.2052894131209722,0.3096266066078097,0.012283168138777995,0.0052587279308070846,0.00017409290310734467,0.02780391490478957,-0.010774642394666717,-0.010774642394666717,0.010774642394666717,34
34,245,1.1945732866919128,1.2052894131209722,0.3032607394568201,0.012114461827587021,0.005162885543082094,0.00016922242434954163,0.02780391490478957,0.0019042443604324157,0.0019042443604324157,0.00889091558625002,35
35,252,1.198483017515258,1.2052894131209722,0.299844557060879,0.01194429820682085,0.005110386221687483,0.00016481935533123638,0.02780391490478957,0.0032729099728760957,0.0032729099728760957,0.005647104779664162,36
36,259,1.1971563505756302,1.2052894131209722,0.28865125525672863,0.011821507803299545,0.00494234996859704,0.0001603978957192532,0.02780391490478957,-0.00110695514265893,-0.00110695514265893,0.006747808830646109,37
37,266,1.198333292111116,1.2052894131209722,0.281807124105274,0.011678338362224988,0.004838159556439177,0.0001562023330355844,0.02780391490478957,0.0009831143065982604,0.0009831143065982604,0.005771328391447447,38
38,273,1.1940880513149401,1.2052894131209722,0.2676440468432739,0.011601530342047185,0.004623267744934375,0.00015251894409116533,0.02780391490478957,-0.0035426210922480986,-0.0035426210922480986,0.009293503854005713,39
39,280,1.1942778220276395,1.2052894131209722,0.2604114911959574,0.011473560837992206,0.004511659181945947,0.0001487066019195679,0.02780391490478957,0.00015892522539728612,0.00015892522539728612,0.009136055600803156,40
40,287,1.1868147968706444,1.2052894131209722,0.2433646855574756,0.011453196750146655,0.00424920442616845,0.00014603204635055974,0.02780391490478957,-0.006248985804931436,-0.006248985804931436,0.01532795032397211,41
41,294,1.1894359677986048,1.2052894131209722,0.24032551744173536,0.011317042672245658,0.004200618040107638,0.000142671231172749,0.02780391490478957,0.002208576211614362,0.002208576211614362,0.013153227058816077,42
42,301,1.1898648838414234,1.2052894131209722,0.23466831600492943,0.011196828237959453,0.004111315401211382,0.0001393563196490607,0.02780391490478957,0.00036060456756862376,0.00036060456756862376,0.01279736560500313,43
43,308,1.1951605081010588,1.2052894131209722,0.23525071871785674,0.011065984895138417,0.004119026636533904,0.00013663931072964758,0.02780391490478957,0.004450609755402388,0.004450609755402388,0.00840371192980582,44
44,315,1.1965784021211792,1.2052894131209722,0.23115511097012464,0.010948244283688562,0.004053856330046038,0.00013363415842007764,0.02780391490478957,0.0011863628445799416,0.0011863628445799416,0.007227318936815954,45
45,322,1.1998617477665579,1.2052894131209722,0.2294147492162324,0.010827636340941919,0.004025380002630008,0.00013089274705526652,0.02780391490478957,0.002743945268908655,0.002743945268908655,0.004503205035510869,46
46,329,1.1882472659478243,1.2052894131209722,0.21088615902468888,0.010894288262476978,0.003733779362864393,0.00013010140131594365,0.02780391490478957,-0.009679850066353874,-0.009679850066353874,0.014139464752302948,47
47,336,1.2023071020900493,1.2052894131209722,0.22157884938192862,0.010840973569770186,0.0039025009626390017,0.00013030774862176126,0.02780391490478957,0.011832416152045598,0.011832416152045598,0.0024743526313737788,48
48,343,1.2405132398967145,1.2405132398967145,0.25778089111230673,0.011442706359279296,0.004471375504353406,0.000148256574076139,0.02780391490478957,0.03177735350664478,0.03177735350664478,0.0,49
49,350,1.2409254421930402,1.2409254421930402,0.25245854813842383,0.011340459285183254,0.004388593667735491,0.00014529365084340915,0.02780391490478957,0.0003322836734576811,0.0003322836734576811,0.0,50
50,357,1.2488683395680935,1.2488683395680935,0.2551033652841159,0.01123001722880663,0.004428048406354111,0.00014324809010008747,0.02780391490478957,0.006400785337285123,0.006400785337285123,0.0,51
51,364,1.2474198027258452,1.2488683395680935,0.24817765963868066,0.011146342763584548,0.004320588253431365,0.0001405191906858621,0.02780391490478957,-0.001159879545628714,-0.001159879545628714,0.001159879545628714,52
52,371,1.2601846437459463,1.2601846437459463,0.25548032347354566,0.011068480723137389,0.004432143103997065,0.0001398436247011036,0.02780391490478957,0.010232995333413462,0.010232995333413462,0.0,53
53,378,1.2525212305754534,1.2601846437459463,0.2428597296679753,0.011056517736381612,0.004237451883697848,0.0001379387572835215,0.02780391490478957,-0.006081182792160617,-0.006081182792160617,0.006081182792160617,54
54,385,1.2491196807119238,1.2601846437459463,0.23476883271296867,0.010993716322258271,0.004111029808710863,0.00013556487741559192,0.02780391490478957,-0.0027157622405863655,-0.0027157622405863655,0.008780429986141928,55
55,392,1.2514078378841098,1.2601846437459463,0.23222573578576666,0.010897572018916486,0.004070329558626318,0.00013320399655352238,0.02780391490478957,0.001831815803976355,0.001831815803976355,0.006964698312579896,56
56,399,1.243181600791976,1.2601846437459463,0.22033480015813378,0.010891464973230205,0.003883594197265524,0.0001316251901826068,0.02780391490478957,-0.006573586038938957,-0.006573586038938957,0.013492501307925857,57
57,406,1.2392863444811926,1.2601846437459463,0.21272604043571564,0.010834749457891917,0.0037626133266120045,0.0001295250583813135,0.02780391490478957,-0.0031332963006385976,-0.0031332963006385976,0.01658352160412997,58
58,413,1.2423126819453594,1.2601846437459463,0.21137649120763302,0.010742316276372987,0.003740230052774748,0.0001274307923889408,0.02780391490478957,0.0024420001702138774,0.0024420001702138774,0.014182018396496122,59
59,420,1.2479012880539517,1.2601846437459463,0.21223048803258515,0.010651340558898445,0.0037528687238373064,0.00012564422843163074,0.02780391490478957,0.0044985503165282485,0.0044985503165282485,0.009747266603314441,60
60,427,1.2477991586465087,1.2601846437459463,0.20832725008193664,0.010573611980630311,0.003690004631079453,0.00012358459678420307,0.02780391490478957,-8.18409343917711e-05,-8.18409343917711e-05,0.00982830981229963,61
61,434,1.2506403974054698,1.2601846437459463,0.20695126908084593,0.01048812021007483,0.0036672142347698466,0.00012167492150175964,0.02780391490478957,0.0022770000598838678,0.0022770000598838678,0.007573688814446927,62
62,441,1.2559892922912534,1.2601846437459463,0.20761121045671516,0.01040347836076769,0.0036768921796688867,0.0001200339241038248,0.02780391490478957,0.004276924763409383,0.004276924763409383,0.0033291561482784084,63
63,448,1.2585892520076014,1.2601846437459463,0.20608723382777594,0.010322535099484843,0.0036517852591892953,0.00011822534878932728,0.02780391490478957,0.0020700492689750233,0.0020700492689750233,0.0012659983965544325,64
64,455,1.2557626971904206,1.2601846437459463,0.20044824697132313,0.01026766358849651,0.0035610529940061668,0.00011648409221471062,0.02780391490478957,-0.002245811977714067,-0.002245811977714067,0.003508967179905751,65
65,462,1.2490618031034177,1.2601846437459463,0.19208022575051853,0.010247066976705958,0.003426247419279502,0.00011515060782707943,0.02780391490478957,-0.0053361149379536794,-0.0053361149379536794,0.008826357865673946,66
66,469,1.270650497483845,1.270650497483845,0.20492076014591376,0.010309104478931956,0.003633078474014063,0.00011789066099531904,0.02780391490478957,0.017283928086495058,0.017283928086495058,0.0,67
67,476,1.2725976201548848,1.2725976201548848,0.20303384200358376,0.010235052404739691,0.003602185887145579,0.00011619150710320426,0.02780391490478957,0.0015323825669571638,0.0015323825669571638,0.0,68
68,483,1.2733435185609232,1.2733435185609232,0.2003466998534449,0.010166002127435219,0.0035584748270647486,0.0001145125510563199,0.02780391490478957,0.0005861227415682785,0.0005861227415682785,0.0,69
69,490,1.2766020583477506,1.2766020583477506,0.19950083756755843,0.01009277352713171,0.0035441972179690627,0.00011297021028311642,0.02780391490478957,0.0025590421903667437,0.0025590421903667437,0.0,70
70,497,1.27278520196939,1.2766020583477506,0.19380345830962886,0.01005038298885226,0.0034521682988037563,0.00011150498533767077,0.02780391490478957,-0.002989856042767704,-0.002989856042767704,0.002989856042767704,71
71,504,1.272247853597389,1.2766020583477506,0.19050578069103175,0.009989794788192825,0.003398357863038814,0.00010995878052117382,0.02780391490478957,-0.00042218307627209294,-0.00042218307627209294,0.0034107768524180506,72
72,511,1.2586440158322445,1.2766020583477506,0.17858042931323226,0.01005633819753995,0.0032053288856058,0.0001100187295925383,0.02780391490478957,-0.010692757489571228,-0.010692757489571228,0.014067063732255329,73
73,518,1.2613616135508734,1.2766020583477506,0.17775494851610385,0.00998796209521129,0.0031911912954320754,0.0001085949888775895,0.02780391490478957,0.0021591472127501883,0.0021591472127501883,0.011938289380954219,74
74,525,1.2656322442254733,1.2766020583477506,0.17795335319299355,0.009920271750361297,0.0031937851534810067,0.00010729989798626521,0.02780391490478957,0.0033857306491019436,0.0033857306491019436,0.00859297856410722,75
75,532,1.2751487657846798,1.2766020583477506,0.18147427727823096,0.009866397843539963,0.0032506982945197994,0.0001066319799352275,0.02780391490478957,0.0075191838724292135,0.0075191838724292135,0.0011384068775133725,76
76,539,1.2809776439300693,1.2809776439300693,0.18256489625258476,0.009802427459898748,0.0032678468332646513,0.00010551851632957201,0.02780391490478957,0.004571135777873402,0.004571135777873402,0.0,77
77,546,1.2781173552869276,1.2809776439300693,0.17826326886167188,0.009758463944117831,0.003197324501399405,0.00010422963561142685,0.02780391490478957,-0.002232895052224536,-0.002232895052224536,0.002232895052224536,78
78,553,1.2718379927489887,1.2809776439300693,0.17200310187482426,0.009738550816017596,0.0030946624435283622,0.00010321580925584371,0.02780391490478957,-0.004912978070412992,-0.004912978070412992,0.007134902958212415,79
79,560,1.2732628492818767,1.2809776439300693,0.17053417425662687,0.009679235471723497,0.0030699830744593377,0.00010194130040307383,0.02780391490478957,0.001120312918006415,0.001120312918006415,0.006022583364158808,80
80,567,1.265804812300434,1.2809776439300693,0.1638512089791211,0.009669562401467775,0.002959768205177702,0.00010110633848110108,0.02780391490478957,-0.005857421337353173,-0.005857421337353173,0.011844727893208768,81
81,574,1.2570043196506624,1.2809776439300693,0.15655718222891446,0.009671831046375985,0.002838887033081535,0.00010046281103734277,0.02780391490478957,-0.006952487906708005,-0.006952487906708005,0.018714865472480992,82
82,581,1.2718689322628876,1.2809776439300693,0.16309055816162776,0.00966315259989038,0.002947158596949693,0.0001009372436731527,0.02780391490478957,0.011825426834138664,0.011825426834138664,0.0071107499106978994,83
83,588,1.2730236346320847,1.2809776439300693,0.161654712120594,0.009607341348030545,0.002922881452103261,9.974542223946499e-05,0.02780391490478957,0.0009078784298494483,0.0009078784298494483,0.0062093271773124275,84
84,595,1.324266818774355,1.324266818774355,0.1880242487407504,0.0103728906787461,0.003362060830929164,0.00011763446864016565,0.02780391490478957,0.04025312865230502,0.04025312865230502,0.0,85
85,602,1.328383035487945,1.328383035487945,0.18787965798978523,0.010311729456858303,0.003359110107443374,0.00011637896924035074,0.02780391490478957,0.0031082986111512193,0.0031082986111512193,0.0,86
86,609,1.3303769385268802,1.3303769385268802,0.18659741094631044,0.010253537597932605,0.0033377525208898623,0.00011506717650462278,0.02780391490478957,0.0015010000772878835,0.0015010000772878835,0.0,87
87,616,1.3304565329650477,1.3304565329650477,0.18433464852575954,0.010200425699674205,0.0033005033841308276,0.00011375963562897649,0.02780391490478957,5.982848609481532e-05,5.982848609481532e-05,0.0,88
88,623,1.3449612796662687,1.3449612796662687,0.18961879600945575,0.010174260243402325,0.0033859143838802664,0.00011381689140645028,0.02780391490478957,0.010902082361830892,0.010902082361830892,0.0,89
89,630,1.349692648759697,1.349692648759697,0.18974405404623673,0.010116949569719697,0.0033873803108472275,0.00011268976209327529,0.02780391490478957,0.0035178478109067365,0.0035178478109067365,0.0,90
90,637,1.3482582044991551,1.349692648759697,0.18675143735560673,0.01007139730076033,0.0033384773044897622,0.00011146382547169897,0.02780391490478957,-0.0010627932676821133,-0.0010627932676821133,0.0010627932676821133,91
91,644,1.3546262399701137,1.3546262399701137,0.1877125718170467,0.010016947408995733,0.003353528173120119,0.00011049474273951207,0.02780391490478957,0.004723157218482578,0.004723157218482578,0.0,92
92,651,1.3953857181250138,1.3953857181250138,0.20538723964536798,0.0103409144408315,0.0036410073905268985,0.00011904161283377434,0.02780391490478957,0.030089095391950597,0.030089095391950597,0.0,93
93,658,1.3939095721605548,1.3953857181250138,0.2022881176996818,0.010296580327122325,0.0035910192624704095,0.00011778711804830663,0.02780391490478957,-0.0010578766467830136,-0.0010578766467830136,0.0010578766467830136,94
94,665,1.3960136440138007,1.3960136440138007,0.20095270643343177,0.010243891223490398,0.0035691082717578685,0.00011657123801845819,0.02780391490478957,0.0015094751447790116,0.0015094751447790116,0.0,95
95,672,1.3987341910107751,1.3987341910107751,0.19993235268101994,0.010191175210656636,0.0035522300278182594,0.0001153965148013537,0.02780391490478957,0.0019487968535553532,0.0019487968535553532,0.0,96
96,679,1.4090501993742763,1.4090501993742763,0.20242002483379085,0.010145385717804987,0.0035916425607850698,0.00011476762546848372,0.02780391490478957,0.007375245725598873,0.007375245725598873,0.0,97
97,686,1.4265166382570516,1.4265166382570516,0.20805324019368565,0.010132062831683384,0.0036814818754563267,0.00011516446829770577,0.02780391490478957,0.012395895398568212,0.012395895398568212,0.0,98
98,693,1.4312426925945023,1.4312426925945023,0.20785135057841453,0.010080304111372505,0.0036777598696960366,0.00011411205943510455,0.02780391490478957,0.0033130033051876374,0.0033130033051876374,0.0,99
99,700,1.4297788633295894,1.4312426925945023,0.20492946990133287,0.01004027347242282,0.0036307545907287276,0.00011298139938512475,0.02780391490478957,-0.001022768027034869,-0.001022768027034869,0.001022768027034869,100
100,707,1.435993801212284,1.435993801212284,0.20540367843070073,0.009990200032337387,0.0036378439769433873,0.0001120498461135674,0.02780391490478957,0.00434678259840935,0.00434678259840935,0.0,101
101,714,1.429695664692606,1.435993801212284,0.20049740112554537,0.009972317664655233,0.0035591797431111156,0.00011113990828773598,0.02780391490478957,-0.004385907873948311,-0.004385907873948311,0.004385907873948311,102
102,721,1.439464604507695,1.439464604507695,0.20250773881867534,0.009928554654552887,0.0035909632468742177,0.000110514164107404,0.02780391490478957,0.006832880630710642,0.006832880630710642,0.0,103
103,728,1.4272058086747639,1.439464604507695,0.19524107422794468,0.009951311837194637,0.003474548032840424,0.0001101488931666718,0.02780391490478957,-0.008516219012640321,-0.008516219012640321,0.008516219012640321,104
